page_url,source,followers,date,time,post_type,interactions,post_message,post_link,time_zone
Facebook.Com/Lgtbun,LGBT United,0,2015-10-30,16:20:00,Facebook,82298,"It really doesn't matter! You know who you are, not society!",https://www.facebook.com/lgbtun/posts/904100419666315,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-08-15,10:38:01,Facebook,61819,All of the horrified faces in the background...😄👍,https://www.facebook.com/lgbtun/posts/1066336973442658,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-04-26,15:39:00,Facebook,33447,This is why it's important to think before you post something...,https://www.facebook.com/lgbtun/posts/999232726819750,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-06-21,21:08:00,Facebook,15686,I'm totally saying this next time!😂,https://www.facebook.com/lgbtun/posts/1031729340236755,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-08-02,15:52:11,Facebook,14400,This is why it's important to think before you post something...,https://www.facebook.com/lgbtun/posts/1058169904259365,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-07-01,17:58:00,Facebook,13088,"Lesbian problem #743: when it comes to flirting, sometimes even your best game won’t be enough.",https://www.facebook.com/lgbtun/posts/1037354613007561,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-08-10,10:24:00,Facebook,12617,Just fucking don't!,https://www.facebook.com/lgbtun/posts/1063286837081005,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2017-05-12,15:00:00,Facebook,11486,"Take notes, buddy. Lesbian mermaids do it better ;-)",https://www.facebook.com/lgbtun/posts/1328844547191898,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-08-17,10:51:40,Facebook,10558,"How is two boys kissing gross? Honestly I think this is the most brave thing a young boy can do, kiss a boy and not be scared to...",https://www.facebook.com/lgbtun/posts/1069215583154797,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2017-05-10,18:00:55,Facebook,10466,Hmm so boys like boys like girls do and vice versa...what an amazing times we live in after all :-),https://www.facebook.com/lgbtun/posts/1326976020712084,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-05-04,11:07:45,Facebook,10459,"It really doesn't matter! You know who you are, not society!",https://www.facebook.com/lgbtun/posts/1003783926364630,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-09-04,18:42:02,Facebook,10025,Never underestimate the stupidity of the general public,https://www.facebook.com/lgbtun/posts/1082565555153133,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-03-05,08:53:01,Facebook,8461,"I thought I was going to have to tell you shut your whore mouth, but then you made me laugh 😂",https://www.facebook.com/lgbtun/posts/964677293608627,GMT-0500 
Facebook.Com/Lgtbun,LGBT United,0,2016-09-05,17:02:00,Facebook,7518,"I'm a gay Christian... and you know what, God made you that way for a reason so keep smiling beautiful!😉",https://www.facebook.com/lgbtun/posts/1085216464888042,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-06-13,18:42:00,Facebook,7198,The struggle is real 😞,https://www.facebook.com/lgbtun/posts/1026974934045529,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-08-02,22:07:01,Facebook,6935,"This woman is STUNNING!! Like jaw-droopping-drool-pooling, stunning!!❤️ But it's hilarious when I hear women say "" she turned me Gay!"" No, you been Gay, and it's okay, congrats you're finally out!",https://www.facebook.com/lgbtun/posts/1058171897592499,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-03-18,16:15:18,Facebook,6311,"It really doesn't matter! You know who you are, not society!",https://www.facebook.com/lgbtun/posts/973061342770222,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-10-21,09:51:38,Facebook,6306,Parenting: one chance to do it right!,https://www.facebook.com/lgbtun/posts/1118273954915626,GMT-0400 
Facebook.Com/Lgtbun,LGBT United,0,2016-10-15,11:36:00,Facebook,6022,"I've always loved Morgan Freeman, this just adds to it...",https://www.facebook.com/lgbtun/posts/1118087041600984,GMT-0400 
